EventId,EventTemplate,Occurrences
a38c132f,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1130520d, <*> <*> <*> edu.fudan.common.security.jwt.JWTFilter@5f77d0f9, <*> <*> org.springframework.security.web.authentication.AnonymousAuthenticationFilter@463fd068, <*> <*> org.springframework.security.web.access.intercept.FilterSecurityInterceptor@352ff4da]",2
13bae275,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@352ff4da, org.springframework.security.web.context.SecurityContextPersistenceFilter@6aa8e115, org.springframework.security.web.header.HeaderWriterFilter@42e25b0b, org.springframework.security.web.authentication.logout.LogoutFilter@560348e6, edu.fudan.common.security.jwt.JWTFilter@3224a577, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@51a9ad5e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@239105a8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2e32ccc5, org.springframework.security.web.session.SessionManagementFilter@44be0077, org.springframework.security.web.access.ExceptionTranslationFilter@6f3187b0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@495ee280]",1
4b9dd396,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@13bc8645, org.springframework.security.web.header.HeaderWriterFilter@4bbf6d0e, <*> <*> org.springframework.security.web.savedrequest.RequestCacheAwareFilter@93081b6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1890516e, <*> org.springframework.security.web.session.SessionManagementFilter@791d1f8b, org.springframework.security.web.access.ExceptionTranslationFilter@74f6c5d8, <*>",2
b8a8d374,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@2657d4dd, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5340477f, org.springframework.security.web.context.SecurityContextPersistenceFilter@c05fddc, org.springframework.security.web.header.HeaderWriterFilter@4d14b6c2, org.springframework.web.filter.CorsFilter@47caedad, org.springframework.security.web.authentication.logout.LogoutFilter@7b4c50bc, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@97e93f1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@25df00a0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4d15107f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7139992f, org.springframework.security.web.session.SessionManagementFilter@7e990ed7, org.springframework.security.web.access.ExceptionTranslationFilter@69c81773, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7a6d7e92]",3
11ced386,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2dfaea86, org.springframework.security.web.context.SecurityContextPersistenceFilter@6f204a1a, org.springframework.security.web.header.HeaderWriterFilter@740fb309, org.springframework.security.web.authentication.logout.LogoutFilter@5b38c1ec, edu.fudan.common.security.jwt.JWTFilter@15888343, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f8e8a9d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3cce5371, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@33ecda92, org.springframework.security.web.session.SessionManagementFilter@43f02ef2, org.springframework.security.web.access.ExceptionTranslationFilter@710636b0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@57bc27f5]",3
621da6dd,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@5c7bfdc1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5276d6ee, org.springframework.security.web.context.SecurityContextPersistenceFilter@5a5a729f, org.springframework.security.web.header.HeaderWriterFilter@aba625, org.springframework.web.filter.CorsFilter@71687585, org.springframework.security.web.authentication.logout.LogoutFilter@6b09fb41, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5db6b9cd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4b520ea8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@16150369, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1807f5a7, org.springframework.security.web.session.SessionManagementFilter@97e93f1, org.springframework.security.web.access.ExceptionTranslationFilter@7a6d7e92, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@821330f]",2
a9fe8324,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@7dfd3c81, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2584b82d, org.springframework.security.web.context.SecurityContextPersistenceFilter@34bde49d, org.springframework.security.web.header.HeaderWriterFilter@782859e, org.springframework.web.filter.CorsFilter@7bbc8656, org.springframework.security.web.authentication.logout.LogoutFilter@6f43c82, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@446a1e84, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1b1cfb87, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@821330f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6933b6c6, org.springframework.security.web.session.SessionManagementFilter@23f5b5dc, org.springframework.security.web.access.ExceptionTranslationFilter@3932c79a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@29d80d2b]",8
01754534,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4d14b6c2, org.springframework.security.web.context.SecurityContextPersistenceFilter@55cb6996, org.springframework.security.web.header.HeaderWriterFilter@15a34df2, org.springframework.security.web.authentication.logout.LogoutFilter@38467116, edu.fudan.common.security.jwt.JWTFilter@7e990ed7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@480d3575, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@26abb146, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@c05fddc, org.springframework.security.web.session.SessionManagementFilter@338fc1d8, org.springframework.security.web.access.ExceptionTranslationFilter@5745ca0e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1c742ed4]",2
dc1cb4d7,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@60f00693, org.springframework.security.web.context.SecurityContextPersistenceFilter@431cd9b2, <*> org.springframework.security.web.authentication.logout.LogoutFilter@68c9d179, edu.fudan.common.security.jwt.JWTFilter@79207381, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5b7a7f33, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@57bc27f5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@491b9b8, org.springframework.security.web.session.SessionManagementFilter@26abb146, <*> org.springframework.security.web.access.intercept.FilterSecurityInterceptor@c05fddc]",8
7cfbb28b,"Creating filter chain: <*> <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@16150369, org.springframework.security.web.header.HeaderWriterFilter@5a5a729f, <*> org.springframework.security.web.authentication.logout.LogoutFilter@3932c79a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@20b2475a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6b09fb41, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@624ea235, <*> org.springframework.security.web.session.SessionManagementFilter@4b520ea8, org.springframework.security.web.access.ExceptionTranslationFilter@97e93f1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5db6b9cd]",5
60c161b2,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@4722ef0c, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@48e1f6c7, org.springframework.security.web.context.SecurityContextPersistenceFilter@f78a47e, org.springframework.security.web.header.HeaderWriterFilter@740cae06, org.springframework.web.filter.CorsFilter@55cb6996, org.springframework.security.web.authentication.logout.LogoutFilter@1ed4ae0f, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@53fe15ff, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@644baf4a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7526515b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1807e3f6, org.springframework.security.web.session.SessionManagementFilter@26d9b808, org.springframework.security.web.access.ExceptionTranslationFilter@f0c8a99, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@76a4ebf2]",1
0948105c,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@c05fddc, <*> <*> <*> edu.fudan.common.security.jwt.JWTFilter@25df00a0, <*> <*> org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4d15107f, <*> <*> org.springframework.security.web.access.intercept.FilterSecurityInterceptor@55de24cc]",5
19985d10,"Creating filter chain: <*> <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@25df00a0, org.springframework.security.web.header.HeaderWriterFilter@7e990ed7, <*> org.springframework.security.web.authentication.logout.LogoutFilter@5884a914, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5a5a729f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4d15107f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7b4c50bc, <*> org.springframework.security.web.session.SessionManagementFilter@c05fddc, org.springframework.security.web.access.ExceptionTranslationFilter@4d14b6c2, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@aba625]",7
f3f86767,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@15888343, org.springframework.security.web.context.SecurityContextPersistenceFilter@2de56eb2, org.springframework.security.web.header.HeaderWriterFilter@7bd7d6d6, org.springframework.security.web.authentication.logout.LogoutFilter@338fc1d8, edu.fudan.common.security.jwt.JWTFilter@33ecda92, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5745ca0e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@17bffc17, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@14fc5f04, org.springframework.security.web.session.SessionManagementFilter@239a307b, org.springframework.security.web.access.ExceptionTranslationFilter@3de8f619, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5fb759d6]",7
0fc462b5,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4145bad8, org.springframework.security.web.context.SecurityContextPersistenceFilter@52719fb6, org.springframework.security.web.header.HeaderWriterFilter@a38c7fe, org.springframework.security.web.authentication.logout.LogoutFilter@18df8434, edu.fudan.common.security.jwt.JWTFilter@d86a6f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4a883b15, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5824a83d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2892d68, org.springframework.security.web.session.SessionManagementFilter@51c668e3, org.springframework.security.web.access.ExceptionTranslationFilter@576d5deb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1a942c18]",1
de64a835,Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'orderServiceImpl': Unsatisfied dependency expressed through field 'orderRepository'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'orderRepository': Cannot resolve reference to bean 'mongoTemplate' while setting bean property 'mongoOperations'; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'mongoTemplate' defined in class path resource [org/springframework/boot/autoconfigure/data/mongo/MongoDataAutoConfiguration.class]: Unsatisfied dependency expressed through method 'mongoTemplate' parameter 0; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'mongoDbFactory' defined in class path resource [org/springframework/boot/autoconfigure/data/mongo/MongoDataAutoConfiguration.class]: Unsatisfied dependency expressed through method 'mongoDbFactory' parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mongo' defined in class path resource [org/springframework/boot/autoconfigure/mongo/MongoAutoConfiguration.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [com.mongodb.MongoClient]: Factory method 'mongo' threw exception; nested exception is java.lang.NoSuchMethodError: com.mongodb.connection.ConnectionPoolSettings$Builder.maxWaitQueueSize(I)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;,13
0675cc9f,"Creating filter chain: <*> <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@57576994, org.springframework.security.web.header.HeaderWriterFilter@125290e5, <*> org.springframework.security.web.authentication.logout.LogoutFilter@1205bd62, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@934b6cb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@616ac46a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@67b9b51a, <*> org.springframework.security.web.session.SessionManagementFilter@6fa34d52, org.springframework.security.web.access.ExceptionTranslationFilter@61eaec38, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4032d386]",3
1fea5808,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@2a225dd7, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@61eaec38, org.springframework.security.web.context.SecurityContextPersistenceFilter@127a7a2e, org.springframework.security.web.header.HeaderWriterFilter@4b34fff9, org.springframework.web.filter.CorsFilter@125290e5, org.springframework.security.web.authentication.logout.LogoutFilter@57c03d88, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@58594a11, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@14008db3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@78a773fd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6fa34d52, org.springframework.security.web.session.SessionManagementFilter@1187c9e8, org.springframework.security.web.access.ExceptionTranslationFilter@34f6515b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4f74980d]",1
0197b933,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1acaf3d, org.springframework.security.web.context.SecurityContextPersistenceFilter@48c76607, org.springframework.security.web.header.HeaderWriterFilter@766653e6, org.springframework.security.web.authentication.logout.LogoutFilter@797b0699, edu.fudan.common.security.jwt.JWTFilter@6986852, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1f81aa00, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1787bc24, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1bab8268, org.springframework.security.web.session.SessionManagementFilter@28b46423, org.springframework.security.web.access.ExceptionTranslationFilter@37fb0bed, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1e4d3ce5]",1
eaa5e9b5,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@4816278d, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4eaf3684, org.springframework.security.web.context.SecurityContextPersistenceFilter@2b175c00, org.springframework.security.web.header.HeaderWriterFilter@563e4951, org.springframework.web.filter.CorsFilter@40317ba2, org.springframework.security.web.authentication.logout.LogoutFilter@6cdba6dc, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6304101a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3eb81efb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1ae8bcbc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3c01cfa1, org.springframework.security.web.session.SessionManagementFilter@4066c471, org.springframework.security.web.access.ExceptionTranslationFilter@1fd14d74, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35399441]",1
df46500f,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@4f74980d, org.springframework.security.web.header.HeaderWriterFilter@6d7fc27, org.springframework.security.web.authentication.logout.LogoutFilter@1722011b, <*> org.springframework.security.web.savedrequest.RequestCacheAwareFilter@58594a11, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@14fa86ae, <*> org.springframework.security.web.session.SessionManagementFilter@135606db, org.springframework.security.web.access.ExceptionTranslationFilter@127a7a2e, <*>",2
561596a5,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@12299890, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2fba3fc4, org.springframework.security.web.context.SecurityContextPersistenceFilter@1130520d, org.springframework.security.web.header.HeaderWriterFilter@3e44f2a5, org.springframework.web.filter.CorsFilter@4bf48f6, org.springframework.security.web.authentication.logout.LogoutFilter@895e367, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1cd629b3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f77d0f9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@463fd068, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@420a85c4, org.springframework.security.web.session.SessionManagementFilter@295cf707, org.springframework.security.web.access.ExceptionTranslationFilter@748741cb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5456afaa]",3
1230672a,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@6d07a63d, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@571c5681, org.springframework.security.web.context.SecurityContextPersistenceFilter@53251a66, org.springframework.security.web.header.HeaderWriterFilter@6057aebb, org.springframework.web.filter.CorsFilter@488d1cd7, org.springframework.security.web.authentication.logout.LogoutFilter@21129f1f, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@176b75f7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6853425f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@352c1b98, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@68dc098b, org.springframework.security.web.session.SessionManagementFilter@63eef88a, org.springframework.security.web.access.ExceptionTranslationFilter@3370f42, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@14f9390f]",1
adf3a84f,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@723e88f9, <*> <*> <*> edu.fudan.common.security.jwt.JWTFilter@5f0fd5a0, <*> <*> org.springframework.security.web.authentication.AnonymousAuthenticationFilter@64e7619d, <*> <*> org.springframework.security.web.access.intercept.FilterSecurityInterceptor@407a7f2a]",3
82213d24,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@6692b6c6, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1cd629b3, org.springframework.security.web.context.SecurityContextPersistenceFilter@6f1c29b7, org.springframework.security.web.header.HeaderWriterFilter@7b993c65, org.springframework.web.filter.CorsFilter@589da3f3, org.springframework.security.web.authentication.logout.LogoutFilter@407a7f2a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@495ee280, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4d6025c5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7f284218, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@39d76cb5, org.springframework.security.web.session.SessionManagementFilter@37911f88, org.springframework.security.web.access.ExceptionTranslationFilter@23202fce, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5f0fd5a0]",3
054e4e83,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1fb19a0, org.springframework.security.web.context.SecurityContextPersistenceFilter@327af41b, org.springframework.security.web.header.HeaderWriterFilter@7674b62c, org.springframework.security.web.authentication.logout.LogoutFilter@2474f125, edu.fudan.common.security.jwt.JWTFilter@6ee4d9ab, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@c7045b9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@30bce90b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5a5338df, org.springframework.security.web.session.SessionManagementFilter@662706a7, org.springframework.security.web.access.ExceptionTranslationFilter@198d6542, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@73a8da0f]",1
dace7c11,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@6736fa8d, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@52815fa3, org.springframework.security.web.context.SecurityContextPersistenceFilter@2a7ed1f, org.springframework.security.web.header.HeaderWriterFilter@407a7f2a, org.springframework.web.filter.CorsFilter@50313382, org.springframework.security.web.authentication.logout.LogoutFilter@4f4c4b1a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4e928fbf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3fa247d1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2cb2fc20, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1cb346ea, org.springframework.security.web.session.SessionManagementFilter@4ea5b703, org.springframework.security.web.access.ExceptionTranslationFilter@7f284218, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3116c353]",3
0e7992f7,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@295cf707, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1130520d, org.springframework.security.web.context.SecurityContextPersistenceFilter@51a9ad5e, org.springframework.security.web.header.HeaderWriterFilter@6aa8e115, org.springframework.web.filter.CorsFilter@5f77d0f9, org.springframework.security.web.authentication.logout.LogoutFilter@239105a8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6f1c29b7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f20155b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@72ade7e3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@463fd068, org.springframework.security.web.session.SessionManagementFilter@5e21e98f, org.springframework.security.web.access.ExceptionTranslationFilter@72ef8d15, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7b993c65]",4
e8acad83,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@126253fd, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@57db2b13, org.springframework.security.web.context.SecurityContextPersistenceFilter@1a4927d6, org.springframework.security.web.header.HeaderWriterFilter@79207381, org.springframework.web.filter.CorsFilter@475c9c31, org.springframework.security.web.authentication.logout.LogoutFilter@97e93f1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@34bde49d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7a6d7e92, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@aba625, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5c86a017, org.springframework.security.web.session.SessionManagementFilter@491b9b8, org.springframework.security.web.access.ExceptionTranslationFilter@60f00693, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@782859e]",2
5769de29,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72ef8d15, <*> <*> <*> edu.fudan.common.security.jwt.JWTFilter@6aa8e115, <*> <*> org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5e21e98f, <*> <*> org.springframework.security.web.access.intercept.FilterSecurityInterceptor@189cbd7c]",3
55c8d14f,"Creating filter chain: <*> <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@45385f75, org.springframework.security.web.header.HeaderWriterFilter@1f9f6368, <*> org.springframework.security.web.authentication.logout.LogoutFilter@69ee81fc, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1e16c0aa, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@49c90a9c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2d29b4ee, <*> org.springframework.security.web.session.SessionManagementFilter@1c9b0314, org.springframework.security.web.access.ExceptionTranslationFilter@5efa40fe, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3b35a229]",4
ea58966e,"Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@2f666ebb, org.springframework.security.web.header.HeaderWriterFilter@928763c, <*> <*> org.springframework.security.web.savedrequest.RequestCacheAwareFilter@a1f72f5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@75c56eb9, <*> org.springframework.security.web.session.SessionManagementFilter@15f47664, org.springframework.security.web.access.ExceptionTranslationFilter@1ec9bd38, <*>",6
5476bf82,"Creating filter chain: <*> <*> org.springframework.security.web.context.SecurityContextPersistenceFilter@50378a4, org.springframework.security.web.header.HeaderWriterFilter@7b4c50bc, <*> org.springframework.security.web.authentication.logout.LogoutFilter@491b9b8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@624ea235, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@60f00693, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@79207381, <*> org.springframework.security.web.session.SessionManagementFilter@5884a914, org.springframework.security.web.access.ExceptionTranslationFilter@4d15107f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@16150369]",6
eac615b9,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@5a7fe64f, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@38145825, org.springframework.security.web.context.SecurityContextPersistenceFilter@57db2b13, org.springframework.security.web.header.HeaderWriterFilter@7eecb5b8, org.springframework.web.filter.CorsFilter@41330d4f, org.springframework.security.web.authentication.logout.LogoutFilter@5c7bfdc1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2584b82d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@475c9c31, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5c86a017, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1b66c0fb, org.springframework.security.web.session.SessionManagementFilter@126253fd, org.springframework.security.web.access.ExceptionTranslationFilter@1500b2f3, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6a4f1a55]",2
b7d47446,"Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@2de56eb2, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f8e8a9d, org.springframework.security.web.context.SecurityContextPersistenceFilter@2a7f1f10, org.springframework.security.web.header.HeaderWriterFilter@2ddc9a9f, org.springframework.web.filter.CorsFilter@5745ca0e, org.springframework.security.web.authentication.logout.LogoutFilter@740cae06, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@11392934, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@46cdf8bd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@f0c8a99, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3ad83a66, org.springframework.security.web.session.SessionManagementFilter@298a5e20, org.springframework.security.web.access.ExceptionTranslationFilter@2e385cce, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6d4d66d2]",4
